Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","1,068",9840-144345787-144346854-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",27/09/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",7,9840-144346855-144346861-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",28/10/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021101101
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",193,9840-144346862-144347054-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",28/10/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021102001
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",280,9840-144347055-144347334-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",28/10/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021102201
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","1,587",9840-144347335-144348921-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",28/10/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021102501
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",2,9840-144348922-144348923-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",28/10/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #202109E
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","5,105",9840-144348924-144354028-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",06/12/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021110503
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","2,302",9840-144354029-144356330-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",17/12/2021,Planetly GmbH,Retirement for Person or Organization,Retired by Planetly GmbH on behalf of Forto GmbH #2021110502_56-67
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","12,200",9840-146547401-146559600-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",04/05/2022,Compensate Foundation,Retirement for Person or Organization,Retired by Compensate Operations on behalf of Climate Neutral
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",73,9840-144356331-144356403-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",17/12/2021,Planetly GmbH,Retirement for Person or Organization,Retired by Planetly GmbH on behalf of Axel Springer Teaser Ad GmbH #2021120303
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",233,9840-144356404-144356636-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",20/12/2021,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021120601
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",344,9840-144356637-144356980-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",03/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired by Planetly GmbH on behalf of Forto GmbH #2021121002_68-78
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","3,800",9840-146508451-146512250-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",20/12/2022,,,
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",1,9840-145687229-145687229-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",10/01/2024,,,
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",110,9840-144356981-144357090-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",11/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021121602
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",1,9840-144357091-144357091-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",11/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #202112E1
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",53,9840-144357092-144357144-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",11/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #202112E2
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",100,9840-144357145-144357244-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",25/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #2021120601
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722","1,500",9840-145939229-145940728-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",17/01/2024,Jetcraft,Retirement for Person or Organization,On Behalf of JetCraft - Carbon Neutral Company 2022
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",282,9840-144357245-144357526-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",26/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #20210920_1
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",117,9840-144357527-144357643-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",26/01/2022,Planetly GmbH,Retirement for Person or Organization,Retired on behalf of Planetly GmbH #202111E
24/03/2021,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals",01/01/2016,31/12/2016,674,Rimba Raya Biodiversity Reserve Project,Indonesia,Agriculture Forestry and Other Land Use,"3,493,722",300,9840-144357644-144357943-VCS-VCU-263-VER-ID-14-674-01012016-31122016-1,"01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold",18/02/2022,Planetly GmbH,Retirement for Person or Organization,Retired by Planetly GmbH on behalf of Forto GmbH #2022021101_CCF
